Project Id;Region;Country;Project Status;project_name;Project Development Objective;Implementing Agency;Consultant Services Required;Project URL;Board Approval Date;Project Closing Date;Financing Type;Current Project Cost
P170425;Africa West;Republic of Benin;Active;Benin Youth Inclusion Project;The objective of the Project is to increase economic inclusion of under-employed and under-educated youth aged 15-30 and strengthen employment services and the technical and vocational training system.;Ministry of Small and Medium Enterprises and Employment Promotion;No;https://projects.worldbank.org/en/projects-operations/project-detail/P170425;2020-12-14T00:00:00Z;2025-12-31T00:00:00Z;;60000000
P173398;Africa West;Western Africa;Active;Accelerating Impacts of CGIAR Climate Research for Africa (AICCRA);The Project Development Objective is to strengthen the capacity of targeted CCAFS (CGIAR Research Program on Climate Change, Agricul ture and Food Security) partners and stakeholders, and to enhance access to climate information services and validated climate-smart  agriculture technologies in IDA-eligible countries in Africa.;International Crops Research Institute for the Semi-Arid Tropics (ICRISAT), International Livestock Research Institute (ILRI);;https://projects.worldbank.org/en/projects-operations/project-detail/P173398;2020-12-10T00:00:00Z;2024-07-31T00:00:00Z;;60000000
P160368;Latin America and Caribbean;Republic of Costa Rica;Active;Costa Rica REDD+ Emission Reductions Program;The objective of the Emission Reductions Program (ER Program) is to make payments to the Program Entity for measured, reported and v erified Emission Reductions (ERs) related to reduced deforestation and forest degradation, the enhancement of forest carbon stocks ( REDD+) at the national level in Costa Rica, and distribution of ER payments in accordance with agreed Benefit Sharing Plan (BSP).;National Forest Financing Fund (FONAFIFO);;https://projects.worldbank.org/en/projects-operations/project-detail/P160368;2020-12-08T00:00:00Z;2025-12-31T00:00:00Z;;60000000
P171976;Latin America and Caribbean;Republic of Haiti;Active;Haiti Digital Acceleration Project;The Project Development Objectives are to increase access to broadband services in Haiti and establish the foundations of digital re silience to respond to shocks.;Ministère des Travaux Publics, Transports et Communications;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P171976;2020-10-09T00:00:00Z;2026-10-15T00:00:00Z;;60000000
P168940;Africa East;Republic of Mozambique;Active;Additional Financing to the Agriculture and Natural Resources  Landscape Management Project (SUSTENTA);The project development objective is to integrate rural households into sustainable agriculture and forest-based value chains in the  Project area and, in the event of an Eligible Crisis or Emergency, to provide immediate and effective response to said Eligible Cri sis or Emergency.;Ministry for Land, Environment and Rural Development;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P168940;2019-07-03T00:00:00Z;;;60000000
P164830;Africa West;Republic of Cameroon;Active;Social Safety Nets for Crisis Response;The project development objective (PDO) is to support the establishment of a basic national safety net system including piloting targeted cash transfers and public works programs for the poorest and most vulnerable people in participating areas within the Recipient's territory.;MINEPAT;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P164830;2018-05-01T00:00:00Z;;;60000000
P161234;Africa West;Burkina Faso;Active;Burkina Faso - Bagre Growth Pole Project Additional Financing;To increase private investment, employment generation and agricultural production in the Project Area.The assumption is that incre ased economic activity will be a result of both improved infrastructure for irrigation contributing to more successful agriculture ( financed mainly under the original project) and increased private investments in the BagrÃ© region incentivized by rehabilitated fee der roads, access to electricity and water supply, and increased opportunities for SMEs and targeted investment promotion activities . All of the above are covered by project activities. A further assumption is that increased economic activity in the BagrÃ© region will lead to increased job creation in the area and that the labor intensity of the supported agribusiness activities is relatively high.;;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P161234;2018-03-29T00:00:00Z;;;60000000
P164452;Latin America and Caribbean;Republic of Nicaragua;Active;NI - INTEGRATED PUBLIC PROVISION OF HEALTH CARE SERVICES;The objective of the Project is to extend the coverage and improve the quality of care for the most prevalent health conditions with  an emphasis on vulnerable groups.;Ministry of Health - Nicaragua;;https://projects.worldbank.org/en/projects-operations/project-detail/P164452;2018-03-15T00:00:00Z;2023-08-30T00:00:00Z;;60000000
P157836;South Asia;Republic of India;Active;Meghalaya Community-led Landscapes Management Project;The project development objective is to strengthen community-led landscapes management in selected landscapes in the state of Meghal aya.;Government of Meghalaya;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P157836;2018-03-13T00:00:00Z;2023-06-30T00:00:00Z;;60000000
P163018;South Asia;Nepal;Active;Enhanced Vocational Education and Training Project II;The Project Development Objectives are to improve equitable access to market relevant training programs and to strengthen the techni cal and vocational education and training (TVET) sector service delivery in Nepal.;Ministry of Education, Science and Technology;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P163018;2017-09-29T00:00:00Z;2022-07-15T00:00:00Z;;60000000
P152276;Europe and Central Asia;Republic of Belarus;Active;Belarus MSME Access to Finance Project;The Project Development Objective (PDO) is to improve access to finance for private MSMEs and enhance governance and the institution al capacity of the Development Bank of the Republic of Belarus.;Development Bank of the Republic of Belarus;;https://projects.worldbank.org/en/projects-operations/project-detail/P152276;2017-09-28T00:00:00Z;2022-12-31T00:00:00Z;;60000000
P158138;Middle East and North Africa;Republic of Tunisia;Active;Youth Economic Inclusion Project;"The objectives of the Project are: (a) to improve economic opportunities for targeted disadvantaged youth in the Selected Governorat es of the Borrower; and (b) support the Borrower’s efforts to mitigate impacts of the COVID-19 pandemic on jobs and earning losses i n all Governorates.";Ministry of Professional Training and Employment;TBD;https://projects.worldbank.org/en/projects-operations/project-detail/P158138;2017-09-11T00:00:00Z;2024-01-31T00:00:00Z;;60000000
P160758;South Asia;People's Republic of Bangladesh;Active;Digitizing Implementation Monitoring and Public Procurement Project;The project development objective is to improve public procurement performance and enhance capacity for implementation monitoring of  development programs/projects.;Implementation Monitoring and Evaluation Division;;https://projects.worldbank.org/en/projects-operations/project-detail/P160758;2017-07-28T00:00:00Z;2023-12-31T00:00:00Z;;60000000
P162022;South Asia;Islamic  Republic of Afghanistan;Active;Herat Electrification Project;Provide access to electricity to households, institutions, and businesses in selected areas of Herat Province, Afghanistan.;Da Afghanistan Breshna Sherkat (DABS);;https://projects.worldbank.org/en/projects-operations/project-detail/P162022;2017-06-13T00:00:00Z;2023-01-31T00:00:00Z;;60000000
P149340;South Asia;Republic of India;Active;Nagaland Health Project;To improve health services and increase their utilization by communities in targeted locations in Nagaland.;Department of Health and Family Welfare, Government of Nagaland;;https://projects.worldbank.org/en/projects-operations/project-detail/P149340;2016-12-19T00:00:00Z;2023-03-31T00:00:00Z;;60000000
P147854;Middle East and North Africa;Lebanese Republic;Active;Lake Qaraoun Pollution Prevention Project;The development objectives of the project are to reduce the quantity of untreated municipal sewage discharged into the Litani rivera nd to improve pollution management around Qaraoun Lake.;Council for Development and Reconstruction;;https://projects.worldbank.org/en/projects-operations/project-detail/P147854;2016-07-14T00:00:00Z;2023-06-30T00:00:00Z;;60000000
P155097;Latin America and Caribbean;Republic of Panama;Active;Strengthening Social Protection and Inclusion System;The objectives of the Project are to provide economic support to poor households affected by the COVID-19 pandemic and improve the income generation capacity of the poor and vulnerable;Ministry of Social Development (Ministerio de Desarrollo Social - MIDES);;https://projects.worldbank.org/en/projects-operations/project-detail/P155097;2015-09-23T00:00:00Z;2022-02-28T00:00:00Z;;60000000
P144135;Africa West;Gabonese Republic;Active;Access to Basic Services in Rural Areas and Capacity Building Project;The project development objectives (PDO)  is to expand access to water and energy services in targeted rural areas.;CNTIPPEE;;https://projects.worldbank.org/en/projects-operations/project-detail/P144135;2015-09-17T00:00:00Z;2021-11-30T00:00:00Z;;60000000
